user_id,parameter_type,parameter_value,hit_rate,precision,diversity,novelty,serendipity
316,time_weight,0.2,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,time_weight,0.2,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,time_weight,0.2,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,time_weight,0.2,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,time_weight,0.2,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,time_weight,0.2,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,time_weight,0.2,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,time_weight,0.2,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,time_weight,0.2,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,time_weight,0.2,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,time_weight,0.2,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,time_weight,0.2,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,time_weight,0.2,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,time_weight,0.2,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,time_weight,0.2,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,time_weight,0.2,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,time_weight,0.2,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,time_weight,0.2,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,time_weight,0.2,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,time_weight,0.2,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,time_weight,0.4,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,time_weight,0.4,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,time_weight,0.4,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,time_weight,0.4,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,time_weight,0.4,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,time_weight,0.4,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,time_weight,0.4,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,time_weight,0.4,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,time_weight,0.4,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,time_weight,0.4,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,time_weight,0.4,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,time_weight,0.4,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,time_weight,0.4,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,time_weight,0.4,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,time_weight,0.4,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,time_weight,0.4,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,time_weight,0.4,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,time_weight,0.4,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,time_weight,0.4,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,time_weight,0.4,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,time_weight,0.6,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,time_weight,0.6,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,time_weight,0.6,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,time_weight,0.6,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,time_weight,0.6,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,time_weight,0.6,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,time_weight,0.6,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,time_weight,0.6,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,time_weight,0.6,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,time_weight,0.6,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,time_weight,0.6,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,time_weight,0.6,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,time_weight,0.6,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,time_weight,0.6,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,time_weight,0.6,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,time_weight,0.6,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,time_weight,0.6,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,time_weight,0.6,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,time_weight,0.6,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,time_weight,0.6,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,time_weight,0.8,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,time_weight,0.8,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,time_weight,0.8,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,time_weight,0.8,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,time_weight,0.8,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,time_weight,0.8,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,time_weight,0.8,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,time_weight,0.8,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,time_weight,0.8,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,time_weight,0.8,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,time_weight,0.8,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,time_weight,0.8,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,time_weight,0.8,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,time_weight,0.8,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,time_weight,0.8,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,time_weight,0.8,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,time_weight,0.8,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,time_weight,0.8,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,time_weight,0.8,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,time_weight,0.8,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,decay_rate,0.05,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,decay_rate,0.05,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,decay_rate,0.05,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,decay_rate,0.05,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,decay_rate,0.05,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,decay_rate,0.05,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,decay_rate,0.05,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,decay_rate,0.05,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,decay_rate,0.05,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,decay_rate,0.05,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,decay_rate,0.05,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,decay_rate,0.05,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,decay_rate,0.05,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,decay_rate,0.05,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,decay_rate,0.05,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,decay_rate,0.05,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,decay_rate,0.05,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,decay_rate,0.05,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,decay_rate,0.05,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,decay_rate,0.05,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,decay_rate,0.1,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,decay_rate,0.1,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,decay_rate,0.1,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,decay_rate,0.1,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,decay_rate,0.1,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,decay_rate,0.1,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,decay_rate,0.1,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,decay_rate,0.1,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,decay_rate,0.1,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,decay_rate,0.1,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,decay_rate,0.1,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,decay_rate,0.1,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,decay_rate,0.1,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,decay_rate,0.1,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,decay_rate,0.1,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,decay_rate,0.1,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,decay_rate,0.1,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,decay_rate,0.1,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,decay_rate,0.1,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,decay_rate,0.1,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,decay_rate,0.2,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,decay_rate,0.2,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,decay_rate,0.2,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,decay_rate,0.2,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,decay_rate,0.2,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,decay_rate,0.2,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,decay_rate,0.2,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,decay_rate,0.2,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,decay_rate,0.2,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,decay_rate,0.2,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,decay_rate,0.2,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,decay_rate,0.2,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,decay_rate,0.2,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,decay_rate,0.2,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,decay_rate,0.2,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,decay_rate,0.2,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,decay_rate,0.2,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,decay_rate,0.2,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,decay_rate,0.2,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,decay_rate,0.2,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,decay_rate,0.3,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,decay_rate,0.3,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,decay_rate,0.3,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,decay_rate,0.3,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,decay_rate,0.3,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,decay_rate,0.3,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,decay_rate,0.3,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,decay_rate,0.3,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,decay_rate,0.3,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,decay_rate,0.3,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,decay_rate,0.3,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,decay_rate,0.3,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,decay_rate,0.3,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,decay_rate,0.3,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,decay_rate,0.3,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,decay_rate,0.3,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,decay_rate,0.3,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,decay_rate,0.3,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,decay_rate,0.3,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,decay_rate,0.3,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,forgetting_factor,0.3,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,forgetting_factor,0.3,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,forgetting_factor,0.3,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,forgetting_factor,0.3,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,forgetting_factor,0.3,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,forgetting_factor,0.3,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,forgetting_factor,0.3,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,forgetting_factor,0.3,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,forgetting_factor,0.3,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,forgetting_factor,0.3,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,forgetting_factor,0.3,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,forgetting_factor,0.3,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,forgetting_factor,0.3,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,forgetting_factor,0.3,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,forgetting_factor,0.3,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,forgetting_factor,0.3,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,forgetting_factor,0.3,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,forgetting_factor,0.3,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,forgetting_factor,0.3,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,forgetting_factor,0.3,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,forgetting_factor,0.5,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,forgetting_factor,0.5,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,forgetting_factor,0.5,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,forgetting_factor,0.5,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,forgetting_factor,0.5,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,forgetting_factor,0.5,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,forgetting_factor,0.5,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,forgetting_factor,0.5,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,forgetting_factor,0.5,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,forgetting_factor,0.5,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,forgetting_factor,0.5,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,forgetting_factor,0.5,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,forgetting_factor,0.5,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,forgetting_factor,0.5,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,forgetting_factor,0.5,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,forgetting_factor,0.5,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,forgetting_factor,0.5,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,forgetting_factor,0.5,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,forgetting_factor,0.5,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,forgetting_factor,0.5,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,forgetting_factor,0.7,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,forgetting_factor,0.7,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,forgetting_factor,0.7,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,forgetting_factor,0.7,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,forgetting_factor,0.7,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,forgetting_factor,0.7,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,forgetting_factor,0.7,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,forgetting_factor,0.7,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,forgetting_factor,0.7,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,forgetting_factor,0.7,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,forgetting_factor,0.7,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,forgetting_factor,0.7,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,forgetting_factor,0.7,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,forgetting_factor,0.7,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,forgetting_factor,0.7,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,forgetting_factor,0.7,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,forgetting_factor,0.7,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,forgetting_factor,0.7,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,forgetting_factor,0.7,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,forgetting_factor,0.7,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
316,forgetting_factor,0.9,0.0,0.0,0.3738554444793958,0.6794407501225415,0.24991289197454708
610,forgetting_factor,0.9,0.0,0.0,0.6650085912935714,0.6594431633234614,0.07390243902017074
135,forgetting_factor,0.9,0.0,0.0,0.7210769515458673,0.6679496562341874,0.16420868821298196
322,forgetting_factor,0.9,1.0,0.1,0.6910102051443364,0.7250092139132066,0.32926829265
86,forgetting_factor,0.9,0.0,0.0,0.5449143987229955,0.6276778199586887,0.0857560975566878
151,forgetting_factor,0.9,0.0,0.0,0.5964865732589648,0.6214672240152697,0.07781147377470796
325,forgetting_factor,0.9,1.0,0.1,0.8033529620205355,0.6823565200375104,0.3056910568833243
124,forgetting_factor,0.9,0.0,0.0,0.6608291426669788,0.6176807168686784,0.0
631,forgetting_factor,0.9,0.0,0.0,0.3441795536070238,0.7047578233293823,0.3943902438847561
623,forgetting_factor,0.9,0.0,0.0,0.647525512860841,0.6727991084479926,0.1657226738865583
319,forgetting_factor,0.9,0.0,0.0,0.40067007580979375,0.6037214914931646,0.08682434096781624
686,forgetting_factor,0.9,0.0,0.0,0.5564336711258713,0.7196243033993548,0.33841608593553485
652,forgetting_factor,0.9,0.0,0.0,0.48370090847552727,0.6031812901975344,0.3120850270822159
26,forgetting_factor,0.9,0.0,0.0,0.580931028718473,0.6079784216035431,0.057909590928298504
603,forgetting_factor,0.9,0.0,0.0,0.5035544698549055,0.6515474835782782,0.09247565442357132
767,forgetting_factor,0.9,0.0,0.0,0.6789957660359269,0.626158806446823,0.07310975609514787
549,forgetting_factor,0.9,0.0,0.0,0.33324445717643414,0.6169935286531212,0.08243902438749592
701,forgetting_factor,0.9,0.0,0.0,0.6167113924365579,0.6088551348343538,0.05949412827263293
838,forgetting_factor,0.9,0.0,0.0,0.17607695154586733,0.646540974105042,0.09814169569939993
379,forgetting_factor,0.9,0.0,0.0,0.8152403472417352,0.6724447312787413,0.1731271776927518
